target_position,vacancy_id,vacancy_name,employer,town,salary_from,salary_to,salary_mid,experience,employment,schedule,published_at,url,source
Помощник бариста,50643829,Бариста,Азбука вкуса,Москва,93600.0,,93600.0,Без опыта,Сменный график работы,Не имеет значения,1779528960,https://www.superjob.ru/vakansii/barista-50643829.html,superjob
Помощник бариста,51759263,Бариста-официант в кафе (Чертановская),Азбука вкуса,Москва,6000.0,,6000.0,Без опыта,Полный рабочий день,Не имеет значения,1779526080,https://www.superjob.ru/vakansii/barista-oficiant-v-kafe-51759263.html,superjob
Помощник бариста,51973942,Бариста,ООО АШАН,Москва,61700.0,81600.0,71650.0,Без опыта,Полный рабочий день,Не имеет значения,1779520243,https://www.superjob.ru/vakansii/barista-51973942.html,superjob
Помощник бариста,51977943,Бариста/бармен-официант в кафе (Раменки),Азбука вкуса,Москва,6000.0,,6000.0,Без опыта,Полный рабочий день,Не имеет значения,1779526680,https://www.superjob.ru/vakansii/barista-51977943.html,superjob
Помощник бариста,51979979,Повар в магазин,"МАГНИТ, Розничная сеть. Магазины продуктов",Москва,74200.0,100100.0,87150.0,Без опыта,Сменный график работы,Не имеет значения,1779515880,https://www.superjob.ru/vakansii/povar-v-magazin-51979979.html,superjob
Помощник бариста,51979980,Повар в магазин,"МАГНИТ, Розничная сеть. Магазины продуктов",Москва,83600.0,106100.0,94850.0,Без опыта,Сменный график работы,Не имеет значения,1779515940,https://www.superjob.ru/vakansii/povar-v-magazin-51979980.html,superjob
Помощник бариста,51906550,Бариста,Перекрёсток,Москва,78600.0,82100.0,80350.0,Не имеет значения,Неполный рабочий день,Не имеет значения,1779517611,https://www.superjob.ru/vakansii/barista-51906550.html,superjob
Помощник бариста,51923246,Бариста,Перекрёсток,Москва,70000.0,80000.0,75000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779518093,https://www.superjob.ru/vakansii/barista-51923246.html,superjob
Помощник бариста,51923353,Бариста,Перекрёсток,Москва,70000.0,75000.0,72500.0,Без опыта,Полный рабочий день,Не имеет значения,1779519125,https://www.superjob.ru/vakansii/barista-51923353.html,superjob
Помощник бариста,51923361,Мобильный бариста,Перекрёсток,Москва,77000.0,79000.0,78000.0,Без опыта,Полный рабочий день,Не имеет значения,1779519180,https://www.superjob.ru/vakansii/mobilnyj-barista-51923361.html,superjob
Помощник бариста,51923367,Бариста,Перекрёсток,Москва,85200.0,89100.0,87150.0,Без опыта,Неполный рабочий день,Не имеет значения,1779519222,https://www.superjob.ru/vakansii/barista-51923367.html,superjob
Помощник бариста,51923369,Бариста,Перекрёсток,Москва,80500.0,84100.0,82300.0,Без опыта,Неполный рабочий день,Не имеет значения,1779519230,https://www.superjob.ru/vakansii/barista-51923369.html,superjob
Помощник бариста,51923576,Мобильный бариста,Перекрёсток,Москва,75000.0,85000.0,80000.0,Без опыта,Полный рабочий день,Не имеет значения,1779521282,https://www.superjob.ru/vakansii/mobilnyj-barista-51923576.html,superjob
Помощник бариста,51931771,Мобильный бариста,Перекрёсток,Москва,80000.0,85000.0,82500.0,Без опыта,Полный рабочий день,Не имеет значения,1779521838,https://www.superjob.ru/vakansii/mobilnyj-barista-51931771.html,superjob
Помощник бариста,51932111,Бариста,Перекрёсток,Москва,81000.0,85000.0,83000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779523526,https://www.superjob.ru/vakansii/barista-51932111.html,superjob
Помощник бариста,51932259,Ночной бариста-пекарь,Перекрёсток,Москва,75000.0,80000.0,77500.0,Без опыта,Полный рабочий день,Не имеет значения,1779524010,https://www.superjob.ru/vakansii/nochnoj-barista-pekar-51932259.html,superjob
Помощник бариста,51932351,Бариста,Перекрёсток,Москва,65000.0,70000.0,67500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779524321,https://www.superjob.ru/vakansii/barista-51932351.html,superjob
Помощник бариста,51932364,Бариста,Перекрёсток,Москва,79100.0,82600.0,80850.0,Без опыта,Неполный рабочий день,Не имеет значения,1779524353,https://www.superjob.ru/vakansii/barista-51932364.html,superjob
Помощник бариста,51932399,Бариста,Перекрёсток,Москва,69100.0,72600.0,70850.0,Без опыта,Неполный рабочий день,Не имеет значения,1779524455,https://www.superjob.ru/vakansii/barista-51932399.html,superjob
Помощник бариста,51932408,Бариста,Перекрёсток,Москва,60000.0,75000.0,67500.0,Без опыта,Полный рабочий день,Не имеет значения,1779524513,https://www.superjob.ru/vakansii/barista-51932408.html,superjob
Помощник бариста,51934097,Бариста,Перекрёсток,Москва,59000.0,82600.0,70800.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517495,https://www.superjob.ru/vakansii/barista-51934097.html,superjob
Помощник бариста,51934108,Ночной бариста-пекарь,Перекрёсток,Москва,80000.0,90000.0,85000.0,Без опыта,Полный рабочий день,Не имеет значения,1779517567,https://www.superjob.ru/vakansii/nochnoj-barista-pekar-51934108.html,superjob
Помощник бариста,51937379,Бариста,Перекрёсток,Москва,80500.0,84100.0,82300.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517477,https://www.superjob.ru/vakansii/barista-51937379.html,superjob
Помощник бариста,51937387,Бариста,Перекрёсток,Москва,80500.0,84100.0,82300.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517489,https://www.superjob.ru/vakansii/barista-51937387.html,superjob
Помощник бариста,51937390,Бариста,Перекрёсток,Москва,79500.0,83100.0,81300.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517498,https://www.superjob.ru/vakansii/barista-51937390.html,superjob
Помощник бариста,51937399,Бариста,Перекрёсток,Москва,81000.0,85000.0,83000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517530,https://www.superjob.ru/vakansii/barista-51937399.html,superjob
Помощник бариста,51937409,Бариста,Перекрёсток,Москва,82900.0,86600.0,84750.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517562,https://www.superjob.ru/vakansii/barista-51937409.html,superjob
Помощник бариста,51937417,Бариста,Перекрёсток,Москва,70000.0,80000.0,75000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517577,https://www.superjob.ru/vakansii/barista-51937417.html,superjob
Помощник бариста,51937421,Бариста,Перекрёсток,Москва,70000.0,80000.0,75000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517593,https://www.superjob.ru/vakansii/barista-51937421.html,superjob
Помощник бариста,51937446,Бариста,Перекрёсток,Москва,80000.0,85000.0,82500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517685,https://www.superjob.ru/vakansii/barista-51937446.html,superjob
Помощник бариста,51937448,Бариста,Перекрёсток,Москва,80000.0,85000.0,82500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517701,https://www.superjob.ru/vakansii/barista-51937448.html,superjob
Помощник бариста,51940521,Бариста,Перекрёсток,Москва,80000.0,85000.0,82500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517636,https://www.superjob.ru/vakansii/barista-51940521.html,superjob
Помощник бариста,51940525,Бариста,Перекрёсток,Москва,70000.0,80000.0,75000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517646,https://www.superjob.ru/vakansii/barista-51940525.html,superjob
Помощник бариста,51940529,Бариста,Перекрёсток,Москва,81000.0,85000.0,83000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517653,https://www.superjob.ru/vakansii/barista-51940529.html,superjob
Помощник бариста,51940530,Мобильный бариста,Перекрёсток,Москва,75000.0,85000.0,80000.0,Без опыта,Полный рабочий день,Не имеет значения,1779517656,https://www.superjob.ru/vakansii/mobilnyj-barista-51940530.html,superjob
Помощник бариста,51940533,Мобильный бариста,Перекрёсток,Москва,85000.0,90000.0,87500.0,Без опыта,Полный рабочий день,Не имеет значения,1779517661,https://www.superjob.ru/vakansii/mobilnyj-barista-51940533.html,superjob
Помощник бариста,51940534,Мобильный бариста,Перекрёсток,Москва,85000.0,90000.0,87500.0,Без опыта,Полный рабочий день,Не имеет значения,1779517665,https://www.superjob.ru/vakansii/mobilnyj-barista-51940534.html,superjob
Помощник бариста,51940536,Мобильный бариста,Перекрёсток,Москва,85000.0,90000.0,87500.0,Без опыта,Полный рабочий день,Не имеет значения,1779517669,https://www.superjob.ru/vakansii/mobilnyj-barista-51940536.html,superjob
Помощник бариста,51940538,Мобильный бариста,Перекрёсток,Москва,85000.0,90000.0,87500.0,Без опыта,Полный рабочий день,Не имеет значения,1779517674,https://www.superjob.ru/vakansii/mobilnyj-barista-51940538.html,superjob
Помощник бариста,51940544,Бариста,Перекрёсток,Москва,80000.0,83000.0,81500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517688,https://www.superjob.ru/vakansii/barista-51940544.html,superjob
Помощник бариста,51940549,Бариста,Перекрёсток,Москва,81000.0,85000.0,83000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517717,https://www.superjob.ru/vakansii/barista-51940549.html,superjob
Помощник бариста,51940552,Бариста,Перекрёсток,Москва,81000.0,85000.0,83000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517733,https://www.superjob.ru/vakansii/barista-51940552.html,superjob
Помощник бариста,51940553,Бариста,Перекрёсток,Москва,88000.0,92000.0,90000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517741,https://www.superjob.ru/vakansii/barista-51940553.html,superjob
Помощник бариста,51940554,Бариста,Перекрёсток,Москва,80000.0,83600.0,81800.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517745,https://www.superjob.ru/vakansii/barista-51940554.html,superjob
Помощник бариста,51940557,Бариста,Перекрёсток,Москва,81000.0,84600.0,82800.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517756,https://www.superjob.ru/vakansii/barista-51940557.html,superjob
Помощник бариста,51913576,Бариста,Перекрёсток,Москва,65700.0,79000.0,72350.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517036,https://www.superjob.ru/vakansii/barista-51913576.html,superjob
Помощник бариста,51913644,Бариста,Перекрёсток,Москва,80000.0,85000.0,82500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517211,https://www.superjob.ru/vakansii/barista-51913644.html,superjob
Помощник бариста,51920538,Бариста,Перекрёсток,Москва,86700.0,90600.0,88650.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517161,https://www.superjob.ru/vakansii/barista-51920538.html,superjob
Помощник бариста,51923120,Бариста,Перекрёсток,Москва,80000.0,83600.0,81800.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517298,https://www.superjob.ru/vakansii/barista-51923120.html,superjob
Помощник бариста,51937212,Бариста,Перекрёсток,Москва,78600.0,82100.0,80350.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517060,https://www.superjob.ru/vakansii/barista-51937212.html,superjob
Помощник бариста,51937218,Бариста,Перекрёсток,Москва,81000.0,85000.0,83000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517089,https://www.superjob.ru/vakansii/barista-51937218.html,superjob
Помощник бариста,51937293,Бариста,Перекрёсток,Москва,81000.0,85000.0,83000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517257,https://www.superjob.ru/vakansii/barista-51937293.html,superjob
Помощник бариста,51937298,Бариста,Перекрёсток,Москва,80000.0,85000.0,82500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517268,https://www.superjob.ru/vakansii/barista-51937298.html,superjob
Помощник бариста,51937310,Бариста,Перекрёсток,Москва,81400.0,85100.0,83250.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517304,https://www.superjob.ru/vakansii/barista-51937310.html,superjob
Помощник бариста,51937316,Бариста,Перекрёсток,Москва,79500.0,83100.0,81300.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517333,https://www.superjob.ru/vakansii/barista-51937316.html,superjob
Помощник бариста,51937329,Бариста,Перекрёсток,Москва,78600.0,82100.0,80350.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517368,https://www.superjob.ru/vakansii/barista-51937329.html,superjob
Помощник бариста,51937333,Бариста,Перекрёсток,Москва,81000.0,85000.0,83000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517379,https://www.superjob.ru/vakansii/barista-51937333.html,superjob
Помощник бариста,51937336,Бариста,Перекрёсток,Москва,70000.0,75000.0,72500.0,Без опыта,Полный рабочий день,Не имеет значения,1779517384,https://www.superjob.ru/vakansii/barista-51937336.html,superjob
Помощник бариста,51937339,Бариста,Перекрёсток,Москва,81000.0,85000.0,83000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517394,https://www.superjob.ru/vakansii/barista-51937339.html,superjob
Помощник бариста,51937346,Бариста,Перекрёсток,Москва,80000.0,83000.0,81500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517409,https://www.superjob.ru/vakansii/barista-51937346.html,superjob
Помощник бариста,51937350,Бариста,Перекрёсток,Москва,78600.0,82100.0,80350.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517416,https://www.superjob.ru/vakansii/barista-51937350.html,superjob
Помощник бариста,51937351,Бариста,Перекрёсток,Москва,82900.0,86600.0,84750.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517417,https://www.superjob.ru/vakansii/barista-51937351.html,superjob
Помощник бариста,51937353,Бариста,Перекрёсток,Москва,78600.0,82100.0,80350.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517423,https://www.superjob.ru/vakansii/barista-51937353.html,superjob
Помощник бариста,51937361,Бариста,Перекрёсток,Москва,80000.0,83000.0,81500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517440,https://www.superjob.ru/vakansii/barista-51937361.html,superjob
Помощник бариста,51937365,Бариста,Перекрёсток,Москва,82900.0,86600.0,84750.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517451,https://www.superjob.ru/vakansii/barista-51937365.html,superjob
Помощник бариста,51937369,Бариста,Перекрёсток,Москва,81400.0,85100.0,83250.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517454,https://www.superjob.ru/vakansii/barista-51937369.html,superjob
Помощник бариста,51937375,Бариста,Перекрёсток,Москва,80000.0,83600.0,81800.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517468,https://www.superjob.ru/vakansii/barista-51937375.html,superjob
Помощник бариста,51940284,Бариста,Перекрёсток,Москва,80000.0,90000.0,85000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517114,https://www.superjob.ru/vakansii/barista-51940284.html,superjob
Помощник бариста,51958333,Бариста,Перекрёсток,Москва,81000.0,84600.0,82800.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517056,https://www.superjob.ru/vakansii/barista-51958333.html,superjob
Помощник бариста,51958345,Бариста,Перекрёсток,Москва,81000.0,84600.0,82800.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517105,https://www.superjob.ru/vakansii/barista-51958345.html,superjob
Помощник бариста,51958366,Бариста,Перекрёсток,Москва,79500.0,83100.0,81300.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517147,https://www.superjob.ru/vakansii/barista-51958366.html,superjob
Помощник бариста,51958369,Бариста,Перекрёсток,Москва,70000.0,75000.0,72500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517151,https://www.superjob.ru/vakansii/barista-51958369.html,superjob
Помощник бариста,51958379,Бариста,Перекрёсток,Москва,78600.0,82100.0,80350.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517167,https://www.superjob.ru/vakansii/barista-51958379.html,superjob
Помощник бариста,51963666,Бариста,Перекрёсток,Москва,81400.0,85100.0,83250.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517134,https://www.superjob.ru/vakansii/barista-51963666.html,superjob
Помощник бариста,51963789,Бариста,Перекрёсток,Москва,59000.0,82600.0,70800.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517303,https://www.superjob.ru/vakansii/barista-51963789.html,superjob
Помощник бариста,51963847,Бариста,Перекрёсток,Москва,75000.0,90000.0,82500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517382,https://www.superjob.ru/vakansii/barista-51963847.html,superjob
Помощник бариста,51963857,Бариста,Перекрёсток,Москва,70000.0,80000.0,75000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517397,https://www.superjob.ru/vakansii/barista-51963857.html,superjob
Помощник бариста,51963860,Бариста,Перекрёсток,Москва,61700.0,65000.0,63350.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517401,https://www.superjob.ru/vakansii/barista-51963860.html,superjob
Помощник бариста,51980092,Бариста,Перекрёсток,Москва,79100.0,82600.0,80850.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517164,https://www.superjob.ru/vakansii/barista-51980092.html,superjob
Помощник бариста,51980102,Бариста,Перекрёсток,Москва,78100.0,81600.0,79850.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517185,https://www.superjob.ru/vakansii/barista-51980102.html,superjob
Помощник бариста,51982605,Бариста,Перекрёсток,Москва,70000.0,75000.0,72500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517143,https://www.superjob.ru/vakansii/barista-51982605.html,superjob
Помощник бариста,51982610,Бариста,Перекрёсток,Москва,80000.0,85000.0,82500.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517157,https://www.superjob.ru/vakansii/barista-51982610.html,superjob
Помощник бариста,51982613,Бариста,Перекрёсток,Москва,79100.0,82600.0,80850.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517164,https://www.superjob.ru/vakansii/barista-51982613.html,superjob
Помощник бариста,51982623,Бариста,Перекрёсток,Москва,83300.0,87100.0,85200.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517187,https://www.superjob.ru/vakansii/barista-51982623.html,superjob
Помощник бариста,51982624,Бариста,Перекрёсток,Москва,79100.0,82600.0,80850.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517191,https://www.superjob.ru/vakansii/barista-51982624.html,superjob
Помощник бариста,48545277,Ведущий специалист торгового зала/Продавец-наставник (ночные смены),Азбука вкуса,Москва,97600.0,104000.0,100800.0,Без опыта,Сменный график работы,Не имеет значения,1779524160,https://www.superjob.ru/vakansii/veduschij-specialist-torgovogo-zala-48545277.html,superjob
Помощник бариста,51913570,Бариста,Перекрёсток,Москва,79500.0,83100.0,81300.0,Без опыта,Неполный рабочий день,Не имеет значения,1779517022,https://www.superjob.ru/vakansii/barista-51913570.html,superjob
Помощник бариста,51932359,Менеджер кафе,Перекрёсток,Москва,90600.0,94500.0,92550.0,Без опыта,Полный рабочий день,Не имеет значения,1779524341,https://www.superjob.ru/vakansii/menedzher-kafe-51932359.html,superjob
Помощник бариста,51932387,Менеджер кафе,Перекрёсток,Москва,89000.0,93000.0,91000.0,Без опыта,Полный рабочий день,Не имеет значения,1779524402,https://www.superjob.ru/vakansii/menedzher-kafe-51932387.html,superjob
Помощник бариста,51932396,Менеджер кафе,Перекрёсток,Москва,92100.0,96000.0,94050.0,Без опыта,Полный рабочий день,Не имеет значения,1779524442,https://www.superjob.ru/vakansii/menedzher-kafe-51932396.html,superjob
Помощник бариста,51933881,Бариста,Перекрёсток,Москва,78000.0,82000.0,80000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779516662,https://www.superjob.ru/vakansii/barista-51933881.html,superjob
Помощник бариста,51940183,Бариста,Перекрёсток,Москва,82400.0,86100.0,84250.0,Без опыта,Неполный рабочий день,Не имеет значения,1779516939,https://www.superjob.ru/vakansii/barista-51940183.html,superjob
Помощник бариста,51940211,Мобильный бариста,Перекрёсток,Москва,82400.0,86100.0,84250.0,Без опыта,Полный рабочий день,Не имеет значения,1779516986,https://www.superjob.ru/vakansii/mobilnyj-barista-51940211.html,superjob
Помощник бариста,51958157,Бариста,Перекрёсток,Москва,60000.0,70000.0,65000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779516667,https://www.superjob.ru/vakansii/barista-51958157.html,superjob
Помощник бариста,51958181,Бариста,Перекрёсток,Москва,65000.0,75000.0,70000.0,Без опыта,Неполный рабочий день,Не имеет значения,1779516712,https://www.superjob.ru/vakansii/barista-51958181.html,superjob
Помощник бариста,51941909,Официант (м. Строгино),"КуулКлевер (МясновЪ, Отдохни)",Москва,80000.0,,80000.0,Без опыта,Полный рабочий день,Не имеет значения,1779363371,https://www.superjob.ru/vakansii/oficiant-51941909.html,superjob
Помощник бариста,51958268,Ночной бариста-пекарь,Перекрёсток,Москва,80000.0,90000.0,85000.0,Без опыта,Полный рабочий день,Не имеет значения,1779516874,https://www.superjob.ru/vakansii/nochnoj-barista-pekar-51958268.html,superjob
Помощник бариста,51958274,Ночной бариста-пекарь,Перекрёсток,Москва,80000.0,90000.0,85000.0,Без опыта,Полный рабочий день,Не имеет значения,1779516889,https://www.superjob.ru/vakansii/nochnoj-barista-pekar-51958274.html,superjob
